User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001074,P00145442,M,46-50,17,A,4+,1,8,15,,5969
1001077,P00114742,M,26-35,3,A,1,0,8,,,10000
1001077,P00084242,M,26-35,3,A,1,0,8,14,,9975
1001084,P00000342,M,0-17,19,C,0,0,5,14,,7035
1001085,P00051442,M,26-35,7,C,2,1,8,17,,9992
1001086,P00009342,M,18-25,4,A,2,0,1,16,,8136
1001087,P00004742,M,26-35,16,B,1,0,6,16,,12675
1001088,P00088042,F,0-17,10,A,3,0,1,2,,19479
1001088,P00092442,F,0-17,10,A,3,0,2,4,,9901
1001088,P00285442,F,0-17,10,A,3,0,8,,,8008
1001088,P00029942,F,0-17,10,A,3,0,8,,,5983
1001088,P00301542,F,0-17,10,A,3,0,16,,,12781
1001090,P00255942,M,26-35,7,C,1,1,1,16,,15486
1001094,P00110842,F,18-25,0,C,1,0,1,2,5,15574
1001096,P00367042,M,0-17,10,C,1,0,8,,,4231
1001097,P00283942,M,18-25,17,A,4+,0,5,,,8724
1001099,P00036842,M,26-35,17,C,4+,0,1,14,16,8276
1001100,P00320842,M,26-35,0,B,0,1,1,4,9,4226
1001100,P00015142,M,26-35,0,B,0,1,5,,,1969
1001101,P00080342,M,36-45,1,A,1,0,1,6,8,19033
1001101,P00195742,M,36-45,1,A,1,0,3,4,,10925
1001101,P00223042,M,36-45,1,A,1,0,1,2,8,8277
1001103,P00238942,F,46-50,7,C,2,0,8,14,,5835
1001108,P00265242,M,55+,1,B,2,0,5,8,,8720
1001110,P00250342,F,55+,6,B,3,1,16,,,16360
1001112,P00329342,M,18-25,6,A,4+,0,5,,,5260
1001112,P00027642,M,18-25,6,A,4+,0,8,,,4033
1001112,P00303142,M,18-25,6,A,4+,0,5,,,3628
1001113,P00337842,M,18-25,4,B,3,0,5,,,5208
1001115,P00192542,F,26-35,1,C,0,0,1,2,9,7650
1001117,P00117442,M,18-25,14,B,3,0,5,14,,8894
1001117,P00047242,M,18-25,14,B,3,0,1,5,,15219
1001117,P00265742,M,18-25,14,B,3,0,5,12,,8612
1001119,P0094542,M,36-45,1,B,2,1,2,4,9,6514
1001119,P0096642,M,36-45,1,B,2,1,2,3,4,9596
1001120,P00000142,M,18-25,4,A,0,1,3,4,5,10947
1001120,P00130642,M,18-25,4,A,0,1,11,16,,7576
1001120,P00233742,M,18-25,4,A,0,1,1,15,,15202
1001121,P00147942,M,55+,7,C,4+,1,1,16,,19152
1001122,P00057642,M,55+,14,C,0,1,1,15,16,15632
1001124,P00208742,M,26-35,2,B,4+,1,1,6,16,15722
1001124,P00003442,M,26-35,2,B,4+,1,4,5,8,2140
1001125,P00057742,F,18-25,4,B,2,0,2,8,18,16029
1001125,P00174442,F,18-25,4,B,2,0,5,,,5166
1001127,P00113342,M,26-35,0,C,1,0,1,8,17,19703
1001128,P00313542,M,26-35,1,A,2,0,5,8,,5221
1001128,P00223042,M,26-35,1,A,2,0,1,2,8,4098
1001130,P00310842,M,18-25,7,C,1,0,6,8,10,20311
1001132,P00243942,M,18-25,12,A,1,1,1,2,15,15683
1001133,P00112142,M,18-25,2,C,0,0,1,2,14,19350
1001134,P00173042,M,18-25,20,C,1,0,13,15,16,759
1001136,P00307542,F,36-45,7,C,3,0,1,15,,4022
1001137,P0097242,M,18-25,4,B,4+,0,1,16,,15836
1001137,P00109842,M,18-25,4,B,4+,0,8,,,9762
1001139,P00289242,M,26-35,1,C,2,0,1,8,,11649
1001140,P00254242,F,46-50,2,B,2,1,5,11,12,8607
1001141,P00230342,F,26-35,3,B,1,1,5,14,,3632
1001141,P00100442,F,26-35,3,B,1,1,2,4,5,16437
1001142,P00074242,M,18-25,1,B,1,0,5,,,3545
1001144,P00330642,M,26-35,7,B,4+,0,5,,,8842
1001146,P00059442,F,18-25,16,B,2,1,6,8,16,20624
1001147,P00338842,M,26-35,20,B,3,1,11,16,,7559
1001147,P00318542,M,26-35,20,B,3,1,8,,,9808
1001149,P00278642,M,26-35,12,A,1,1,5,,,8601
1001150,P00327342,F,26-35,20,A,1,0,16,,,8439
1001150,P00239342,F,26-35,20,A,1,0,8,,,4186
1001150,P00266442,F,26-35,20,A,1,0,5,,,5267
1001150,P00110342,F,26-35,20,A,1,0,7,,,8737
1001150,P00298442,F,26-35,20,A,1,0,16,,,12373
1001151,P00111142,M,26-35,15,C,2,1,1,15,16,19506
1001152,P00270942,M,18-25,4,C,2,0,1,2,15,11606
1001155,P00201442,M,26-35,12,C,0,0,1,6,8,15609
1001159,P00310342,M,18-25,0,C,3,1,6,8,,16170
1001160,P00330242,M,18-25,14,C,1,0,5,,,7088
1001163,P00305042,M,0-17,10,C,2,0,11,13,16,7550
1001164,P00000142,F,26-35,19,A,1,1,3,4,5,8342
1001164,P00018942,F,26-35,19,A,1,1,8,,,7864
1001167,P00034842,F,51-55,1,B,1,1,5,14,,5381
1001168,P0098442,F,26-35,0,A,1,1,7,8,,16647
1001170,P00287342,M,55+,3,A,2,1,5,,,8803
1001172,P00021342,F,26-35,0,A,2,1,5,8,,2014
1001172,P00003142,F,26-35,0,A,2,1,8,,,8103
1001173,P00301542,F,26-35,7,A,3,0,16,,,8825
1001175,P00010342,F,26-35,2,A,1,0,8,14,,10079
1001178,P00085142,M,55+,0,C,1,1,5,13,14,7042
1001181,P00044442,M,36-45,7,A,3,1,1,16,,11916
1001181,P00295042,M,36-45,7,A,3,1,1,8,,7924
1001181,P00206042,M,36-45,7,A,3,1,5,,,6900
1001181,P00288342,M,36-45,7,A,3,1,8,,,5991
1001181,P00227142,M,36-45,7,A,3,1,5,,,3541
1001181,P00269142,M,36-45,7,A,3,1,5,17,,6933
1001181,P00352942,M,36-45,7,A,3,1,1,2,,8281
1001181,P00049842,M,36-45,7,A,3,1,1,8,,11553
1001182,P00275142,M,0-17,10,B,3,0,5,8,,1725
1001183,P00148642,M,36-45,19,B,1,0,6,10,13,11977
1001184,P00025442,F,26-35,4,C,1,1,1,2,9,15495
1001184,P00018142,F,26-35,4,C,1,1,5,,,3570
1001191,P00128942,F,36-45,0,B,3,1,1,11,,19603
1001194,P00171342,F,26-35,1,B,1,1,13,16,,773
1001194,P00169742,F,26-35,1,B,1,1,1,8,15,15417
1001195,P00123142,F,0-17,10,C,1,0,11,,,4695
1001199,P00321942,M,51-55,13,C,4+,1,5,,,5157
1001202,P00129542,M,36-45,12,B,0,0,8,14,,8067
1001202,P00267542,M,36-45,12,B,0,0,1,16,,12063
1001203,P00054942,F,26-35,1,A,3,0,5,8,,6855
1001203,P0099242,F,26-35,1,A,3,0,8,14,,9794
1001203,P00231242,F,26-35,1,A,3,0,16,,,16492
1001203,P00030942,F,26-35,1,A,3,0,4,5,9,2165
1001205,P00223242,F,55+,0,C,1,1,5,14,,5187
1001209,P00102642,M,36-45,7,C,1,1,4,8,9,2790
1001209,P00182442,M,36-45,7,C,1,1,5,11,,3575
1001211,P00021742,M,18-25,4,A,1,0,5,,,5438
1001212,P00270542,F,51-55,1,C,1,0,1,6,8,11675
1001214,P00287842,M,55+,13,C,1,1,8,18,,6198
1001217,P00294542,M,26-35,12,A,3,0,8,,,7837
1001219,P00034442,M,26-35,7,C,3,1,1,14,16,19520
1001220,P0095642,M,0-17,10,A,3,0,5,,,6892
1001221,P00277542,M,18-25,0,B,1,0,1,6,15,7689
1001223,P00069042,M,26-35,2,C,4+,0,3,,,13398
1001224,P0097142,M,51-55,13,B,4+,0,12,,,1748
1001224,P00176842,M,51-55,13,B,4+,0,12,14,,1405
1001224,P00205142,M,51-55,13,B,4+,0,8,,,8019
1001227,P00029842,M,51-55,1,B,2,0,8,,,9738
1001228,P00071442,M,26-35,1,C,4+,1,15,17,,17073
1001230,P00214242,M,26-35,11,B,2,0,1,16,,8060
1001232,P00121642,F,18-25,4,C,2,0,5,14,,8766
1001239,P00157342,F,26-35,20,B,1,0,8,,,7980
1001241,P00131342,M,0-17,10,B,1,0,5,,,8602
1001242,P00160442,F,36-45,0,A,0,1,8,,,9850
1001242,P00051442,F,36-45,0,A,0,1,8,17,,9999
1001243,P00225842,M,36-45,15,B,4+,1,2,4,15,9726
1001243,P00016042,M,36-45,15,B,4+,1,1,16,,11963
1001244,P00075842,M,26-35,4,A,4+,1,14,,,14892
1001244,P00147942,M,26-35,4,A,4+,1,1,16,,19139
1001246,P00138542,M,18-25,4,A,2,0,5,6,,6922
1001246,P00150842,M,18-25,4,A,2,0,11,13,16,3200
1001248,P00148642,F,36-45,20,B,4+,0,6,10,13,16475
1001252,P00290042,M,55+,13,C,3,0,8,,,6149
1001254,P00117942,F,18-25,1,B,2,0,5,15,,6946
1001255,P00177642,M,26-35,17,A,4+,0,8,,,9974
1001260,P00192542,M,26-35,17,B,0,0,1,2,9,15906
1001260,P00274142,M,26-35,17,B,0,0,1,,,15396
1001262,P00253242,M,26-35,4,A,0,1,5,,,5400
1001263,P00258442,M,0-17,10,B,4+,0,5,,,6856
1001264,P00128942,M,26-35,1,A,3,0,1,11,,19324
1001264,P00296042,M,26-35,1,A,3,0,8,13,16,6072
1001264,P00295442,M,26-35,1,A,3,0,8,,,5922
1001265,P00042742,F,18-25,20,B,0,1,5,14,,5383
1001266,P00358742,M,26-35,4,B,0,1,5,,,5249
1001266,P00062742,M,26-35,4,B,0,1,8,17,,8037
1001266,P00162942,M,26-35,4,B,0,1,7,,,12716
1001266,P00238342,M,26-35,4,B,0,1,8,,,8013
1001268,P00246342,M,51-55,2,B,1,1,11,15,,7640
1001272,P00042842,M,18-25,20,B,0,0,5,,,5466
1001273,P00272842,M,36-45,2,C,3,1,5,14,,5311
1001273,P00100442,M,36-45,2,C,3,1,2,4,5,12796
1001274,P00345742,M,46-50,7,B,4+,1,1,2,15,8304
1001274,P00282242,M,46-50,7,B,4+,1,5,8,17,7163
1001277,P00240542,F,18-25,0,C,1,0,5,11,,5327
1001279,P00220142,M,36-45,1,A,2,0,1,15,,8147
1001280,P00165642,M,0-17,10,C,1,0,1,8,16,11578
1001284,P00117542,M,46-50,16,A,1,1,18,,,3756
1001284,P00351342,M,46-50,16,A,1,1,1,2,16,15513
1001285,P00324942,M,36-45,4,A,0,1,5,,,7130
1001285,P00165742,M,36-45,4,A,0,1,8,16,,7758
1001285,P00113242,M,36-45,4,A,0,1,1,6,8,19268
1001285,P00124942,M,36-45,4,A,0,1,11,,,7430
1001285,P00178342,M,36-45,4,A,0,1,8,,,5837
1001288,P00298242,F,36-45,19,C,1,0,8,,,5933
1001291,P00177342,F,36-45,0,A,3,0,8,,,9735
1001294,P00100642,F,51-55,20,B,4+,1,5,15,,8574
1001297,P00330342,M,26-35,7,A,4+,0,5,11,16,7184
1001297,P00233942,M,26-35,7,A,4+,0,1,15,,7892
1001298,P00196242,M,36-45,6,B,4+,0,3,4,5,8395
1001298,P00112442,M,36-45,6,B,4+,0,6,8,,16505
1001298,P00245642,M,36-45,6,B,4+,0,5,11,12,7026
1001300,P00074342,M,0-17,10,C,3,0,5,,,5254
1001301,P00216342,F,26-35,2,C,1,1,3,4,5,11069
1001303,P00245642,M,26-35,19,A,4+,0,5,11,12,5353
1001303,P00117442,M,26-35,19,A,4+,0,5,14,,3709
1001304,P00221442,M,26-35,14,C,1,1,1,2,5,11692
1001306,P00145942,M,26-35,3,B,3,0,6,8,13,20080
1001311,P00227942,M,18-25,10,C,1,0,2,5,,9950
1001313,P00046742,M,18-25,4,B,4+,1,1,2,15,11625
1001314,P00315842,F,18-25,4,C,0,0,5,,,5442
1001317,P00169742,M,46-50,7,B,3,1,1,8,15,11479
1001317,P00179542,M,46-50,7,B,3,1,11,,,6044
1001317,P00175942,M,46-50,7,B,3,1,8,,,7870
1001320,P00112942,M,26-35,4,A,2,0,1,16,,19415
1001321,P00192042,F,26-35,14,C,3,1,5,9,14,7057
1001322,P00001042,M,55+,0,A,0,0,1,2,16,15246
1001324,P00255942,M,36-45,16,B,3,0,1,16,,11755
1001325,P00308242,M,26-35,1,B,1,1,5,8,14,6973
1001328,P00201442,M,36-45,14,A,1,0,1,6,8,15365
1001329,P00268242,M,18-25,14,B,3,0,5,14,,5414
1001329,P00217942,M,18-25,14,B,3,0,5,,,5369
1001331,P00137142,M,46-50,0,C,4+,1,13,,,746
1001333,P00118542,M,26-35,17,A,4+,0,5,8,,8676
1001333,P00182642,M,26-35,17,A,4+,0,2,4,9,6654
1001335,P00093242,M,36-45,0,C,1,0,8,,,5975
1001335,P00123542,M,36-45,0,C,1,0,11,,,1570
1001338,P00324942,M,26-35,0,A,3,1,5,,,7017
1001340,P00183342,M,26-35,7,A,2,0,5,15,18,7050
1001340,P00135642,M,26-35,7,A,2,0,8,,,2178
1001340,P00127342,M,26-35,7,A,2,0,1,2,15,15430
1001343,P00302142,M,36-45,14,B,3,0,5,14,,5353
1001344,P00101342,F,26-35,9,C,4+,0,6,8,,16553
1001346,P00364842,M,36-45,20,C,1,0,5,16,,5140
1001347,P00053042,F,18-25,1,C,0,0,5,14,16,8717
1001350,P00213742,F,36-45,0,C,1,0,8,,,10074
1001354,P00010742,F,26-35,2,B,3,0,1,8,17,19028
1001354,P00014642,F,26-35,2,B,3,0,8,14,17,3882
1001354,P00221542,F,26-35,2,B,3,0,5,15,,5466
1001355,P00087042,F,46-50,20,A,3,0,10,14,16,23178
1001356,P00251842,F,18-25,4,B,2,0,1,15,16,4198
1001358,P00160642,M,36-45,17,C,1,1,1,11,15,11709
1001360,P00310842,M,26-35,20,C,1,1,6,8,10,16101
1001362,P00223642,M,36-45,12,B,0,0,11,15,,4692
1001366,P00184942,M,0-17,10,C,0,0,1,8,17,15573
1001367,P00129342,M,26-35,12,C,1,0,1,5,15,11435
1001369,P00195942,M,26-35,5,B,1,1,3,4,,11071
1001370,P00249742,M,36-45,2,C,2,1,1,15,18,3930
1001373,P00251242,F,26-35,1,A,1,0,5,11,,6914
1001375,P00253042,F,46-50,5,B,2,1,8,,,8081
1001377,P00178242,M,36-45,16,B,3,1,8,,,5871
1001377,P00033042,M,36-45,16,B,3,1,5,14,,5443
1001380,P00244242,M,0-17,10,C,0,0,1,2,15,7712
1001383,P00200642,F,26-35,7,A,1,0,10,16,,18829
1001383,P00259342,F,26-35,7,A,1,0,5,9,,8823
1001383,P00021342,F,26-35,7,A,1,0,5,8,,7089
1001384,P00112142,M,18-25,10,C,1,0,1,2,14,11517
1001387,P00356942,F,51-55,13,B,1,1,8,17,,6147
1001389,P00275842,M,26-35,17,B,4+,1,2,9,15,16047
1001389,P00101942,M,26-35,17,B,4+,1,8,17,,7864
1001390,P00001142,M,36-45,16,C,3,1,5,8,14,7154
1001390,P00118742,M,36-45,16,C,3,1,5,11,,8650
1001391,P00227842,M,36-45,15,C,0,1,2,5,,9700
1001393,P00248942,M,18-25,4,B,3,0,1,6,14,15217
1001395,P00278942,M,26-35,2,B,1,1,1,2,3,15239
1001395,P00242742,M,26-35,2,B,1,1,1,2,9,4136
1001399,P00355642,M,18-25,17,C,1,0,16,,,4567
1001401,P00113642,F,18-25,1,C,3,0,8,,,8042
1001404,P00209142,M,51-55,16,B,1,1,5,8,,1987
1001405,P00124842,M,55+,13,C,1,1,11,,,3175
1001408,P00304442,M,26-35,0,B,1,1,1,16,,15364
1001410,P00194342,M,51-55,7,B,3,1,3,4,,10803
1001413,P00131042,M,18-25,3,B,1,1,8,,,5877
1001414,P00237542,M,18-25,4,C,4+,0,1,15,16,15911
1001415,P00113042,M,46-50,14,C,1,0,11,16,,5892
1001418,P00160042,M,18-25,4,A,1,1,1,13,16,8314
1001421,P00021742,F,0-17,10,A,1,0,5,,,8737
1001422,P00110842,M,36-45,17,B,3,0,1,2,5,15411
1001422,P00221842,M,36-45,17,B,3,0,1,8,,8171
1001422,P00190742,M,36-45,17,B,3,0,3,4,9,8194
1001423,P00110542,M,26-35,4,C,2,1,8,,,9905
1001425,P00249642,M,0-17,10,B,1,0,3,5,,13293
1001425,P00059842,M,0-17,10,B,1,0,5,,,3607
1001425,P00080342,M,0-17,10,B,1,0,1,6,8,19533
1001426,P00182642,M,18-25,14,B,3,0,2,4,9,16068
1001427,P00033642,M,26-35,12,C,2,0,5,8,,5477
1001429,P00198042,F,36-45,3,C,4+,0,11,16,,6086
1001433,P00194642,F,18-25,14,C,1,0,1,6,13,15161
1001434,P00231942,F,0-17,10,A,0,0,11,,,5934
1001437,P00178942,M,51-55,3,C,4+,0,5,8,,8661
1001442,P00024142,M,18-25,2,A,3,0,8,9,14,8127
1001446,P00288042,M,36-45,12,B,4+,1,8,,,9711
1001447,P00155742,M,18-25,4,A,0,0,8,,,7902
1001447,P00191642,M,18-25,4,A,0,0,3,4,12,10621
1001447,P00048142,M,18-25,4,A,0,0,1,16,,15567
1001448,P00105442,F,26-35,3,A,1,0,11,,,2961
1001448,P00221842,F,26-35,3,A,1,0,1,8,,15589
1001448,P00326742,F,26-35,3,A,1,0,11,,,6144
1001448,P00326942,F,26-35,3,A,1,0,5,14,,5274
1001449,P00013942,M,36-45,20,A,1,1,5,,,3488
1001449,P00222842,M,36-45,20,A,1,1,8,,,3966
1001449,P00028542,M,36-45,20,A,1,1,6,8,14,16208
1001449,P00049642,M,36-45,20,A,1,1,8,14,,7854
1001449,P00316642,M,36-45,20,A,1,1,4,5,,2070
1001451,P00220142,M,36-45,20,B,0,0,1,15,,15527
1001451,P00191942,M,36-45,20,B,0,0,2,3,4,13151
1001451,P00233642,M,36-45,20,B,0,0,1,15,,15373
1001452,P00036242,F,55+,13,C,1,1,5,8,,8808
1001457,P00086442,M,26-35,1,B,1,1,8,13,15,8028
1001457,P00332242,M,26-35,1,B,1,1,1,16,,19663
1001463,P00154042,M,51-55,16,C,4+,1,1,2,15,11669
1001465,P00137442,M,51-55,16,B,4+,1,8,12,,4260
1001465,P00327542,M,51-55,16,B,4+,1,5,,,8636
1001466,P00033642,M,18-25,4,C,3,1,5,8,,1713
1001468,P00080342,M,0-17,14,B,1,0,1,6,8,19560
1001470,P00115342,M,18-25,4,A,1,1,5,8,14,3664
1001470,P00209842,M,18-25,4,A,1,1,5,8,,5410
1001470,P00356742,M,18-25,4,A,1,1,5,,,7062
1001472,P00063342,M,26-35,7,C,1,0,1,2,9,11521
1001473,P00339842,M,26-35,14,B,0,0,1,14,15,8159
1001474,P00071442,M,26-35,4,A,2,1,15,17,,21364
1001482,P00251242,M,26-35,7,C,3,0,5,11,,6863
1001483,P00113142,M,18-25,4,B,1,0,1,5,12,12081
1001484,P00051842,M,26-35,12,C,1,0,4,8,,2157
1001488,P00114342,M,26-35,7,B,2,0,1,8,17,19312
1001489,P00149842,F,36-45,2,A,2,1,16,,,8280
1001489,P00223742,F,36-45,2,A,2,1,2,4,8,3674
1001490,P00242742,M,51-55,7,B,4+,1,1,2,9,19533
1001491,P00110942,M,18-25,4,B,1,0,1,2,,15319
1001494,P00189842,M,26-35,17,C,3,1,3,4,5,13477
1001495,P00000242,M,18-25,0,C,1,0,2,4,9,3580
1001496,P00267342,M,26-35,17,A,2,0,1,2,5,11861
1001496,P00108842,M,26-35,17,A,2,0,5,15,,5463
1001497,P00258742,M,51-55,5,C,1,1,5,,,5313
1001497,P00221442,M,51-55,5,C,1,1,1,2,5,19426
1001500,P00294442,M,26-35,17,A,2,0,3,4,12,13578
1001501,P00274342,M,26-35,11,A,3,0,2,8,14,12875
1001501,P00063342,M,26-35,11,A,3,0,1,2,9,15661
1001503,P00260042,M,26-35,12,A,2,0,5,8,,3504
1001505,P00120142,M,51-55,11,C,3,1,5,,,8882
1001505,P00192042,M,51-55,11,C,3,1,5,9,14,7180
1001507,P00120142,M,36-45,17,C,0,0,5,,,7032
1001509,P00240142,M,0-17,0,B,3,0,5,,,8688
1001511,P00348942,M,36-45,12,C,4+,1,8,13,,9996
1001513,P00083742,F,36-45,16,C,4+,1,2,17,,12797
1001516,P00304042,F,26-35,12,B,1,0,5,,,5358
1001516,P00032842,F,26-35,12,B,1,0,8,,,6030
1001521,P00156042,F,26-35,7,C,2,1,8,,,8051
1001524,P00277642,M,18-25,4,B,1,0,2,3,10,3639
1001526,P00177842,M,55+,17,C,4+,1,8,,,8077
1001530,P00105142,M,26-35,4,A,1,1,1,2,15,11580
1001530,P00335242,M,26-35,4,A,1,1,5,8,,6875
1001533,P00255942,M,46-50,1,C,0,1,1,16,,11879
1001540,P00102642,M,46-50,0,A,4+,1,4,8,9,2764
1001542,P00260442,M,18-25,17,C,4+,0,1,15,,15595
1001543,P00286642,M,26-35,11,C,2,0,11,14,,5901
1001545,P00274242,M,26-35,20,A,1,0,1,,,11881
1001546,P00213742,M,26-35,4,A,4+,1,8,,,10032
1001547,P00262242,M,55+,13,A,4+,1,1,11,16,15779
1001547,P00058442,M,55+,13,A,4+,1,5,14,,8691
1001551,P00176342,M,26-35,11,B,1,1,8,,,3893
1001552,P00190842,M,46-50,20,B,1,1,2,5,12,3188
1001556,P00035342,M,18-25,4,A,3,1,2,4,14,6946
1001556,P00078742,M,18-25,4,A,3,1,5,8,14,5357
1001560,P00029542,F,26-35,3,B,2,0,1,2,18,15341
1001561,P00370242,F,18-25,4,C,2,0,5,,,5359
1001567,P00355142,M,26-35,12,B,1,0,1,15,,11509
1001571,P00114042,M,26-35,20,B,1,1,5,14,,8763
1001575,P00310342,F,51-55,7,C,4+,1,6,8,,12631
1001579,P00014042,M,26-35,0,A,0,0,1,,,8087
1001579,P00004542,M,26-35,0,A,0,0,5,8,,5255
1001579,P0096542,M,26-35,0,A,0,0,3,4,12,10778
1001581,P00033942,F,18-25,4,B,4+,1,5,,,3601
1001584,P00113142,M,26-35,19,B,4+,0,1,5,12,11919
1001584,P00344242,M,26-35,19,B,4+,0,8,10,,7962
1001584,P00358442,M,26-35,19,B,4+,0,1,15,,11504
1001586,P00274142,M,46-50,7,B,2,1,1,,,19215
1001587,P00102542,F,26-35,3,B,3,0,8,,,10024
1001587,P00149642,F,26-35,3,B,3,0,5,14,,3768
1001588,P00085042,M,26-35,11,B,1,0,5,6,,8860
1001591,P00059442,M,51-55,7,C,1,1,6,8,16,20472
1001591,P00182242,M,51-55,7,C,1,1,1,5,6,11999
1001591,P00058042,M,51-55,7,C,1,1,8,16,,9722
1001592,P00331042,M,36-45,7,B,4+,1,5,8,,7022
1001594,P00365242,F,36-45,20,B,1,0,5,8,,8677
1001595,P00177742,M,36-45,1,C,3,0,8,,,7937
1001597,P00222942,M,26-35,12,B,1,1,1,2,8,11516
1001598,P00294142,M,36-45,13,C,0,0,5,8,15,7085
1001599,P00109242,M,26-35,0,A,1,0,6,8,10,16697
1001599,P00368242,M,26-35,0,A,1,0,5,11,,7040
1001599,P00320342,M,26-35,0,A,1,0,1,8,,11644
1001600,P00249142,M,36-45,7,B,1,1,5,,,3662
1001601,P00006942,M,26-35,12,C,2,0,1,5,6,19605
1001605,P00318742,F,18-25,0,B,1,0,1,8,,15519
1001605,P00034842,F,18-25,0,B,1,0,5,14,,5441
1001605,P00129342,F,18-25,0,B,1,0,1,5,15,3928
1001605,P00337542,F,18-25,0,B,1,0,5,14,,5190
1001607,P00296342,M,46-50,1,A,2,1,8,,,6129
1001607,P00026642,M,46-50,1,A,2,1,8,,,8082
1001609,P00356942,F,36-45,9,B,3,0,8,17,,8093
1001609,P00142942,F,36-45,9,B,3,0,1,2,16,11777
1001611,P00217442,M,26-35,0,B,1,0,1,2,11,15815
1001611,P00061342,M,26-35,0,B,1,0,3,4,12,5616
1001613,P00113942,M,18-25,20,A,1,0,8,,,9792
1001613,P00302442,M,18-25,20,A,1,0,5,6,,3617
1001613,P00114742,M,18-25,20,A,1,0,8,,,9954
1001616,P00048042,M,26-35,0,C,0,1,1,6,8,11912
1001617,P00000642,M,26-35,12,C,3,0,1,6,16,7646
1001624,P00342142,M,26-35,0,B,1,1,11,15,16,1694
1001624,P00037042,M,26-35,0,B,1,1,1,15,,3844
1001626,P00157142,M,18-25,4,B,0,1,11,16,,6006
1001626,P0099442,M,18-25,4,B,0,1,6,8,,12612
1001628,P00134342,M,18-25,20,B,1,0,5,,,8623
1001628,P00026642,M,18-25,20,B,1,0,8,,,3885
1001630,P00037042,M,46-50,17,C,1,0,1,15,,4174
1001631,P00335242,F,51-55,0,C,4+,0,5,8,,8621
1001632,P00246142,M,26-35,16,B,1,0,1,15,17,7589
1001632,P00327242,M,26-35,16,B,1,0,5,8,,5241
1001632,P00195942,M,26-35,16,B,1,0,3,4,,10612
1001632,P00337942,M,26-35,16,B,1,0,5,,,5240
1001635,P00274442,M,26-35,0,B,1,0,1,18,,19649
1001635,P00344242,M,26-35,0,B,1,0,8,10,,9885
1001635,P00208042,M,26-35,0,B,1,0,8,,,5885
1001639,P00122542,M,26-35,17,B,1,0,11,,,5916
1001639,P00057542,M,26-35,17,B,1,0,3,4,5,10598
1001639,P00304042,M,26-35,17,B,1,0,5,,,5317
1001641,P00003642,M,26-35,0,C,4+,0,8,,,5942
1001643,P00277642,M,46-50,2,C,4+,0,2,3,10,16386
1001645,P0095242,F,18-25,9,B,1,1,4,5,,2863
1001645,P00042042,F,18-25,9,B,1,1,5,,,8605
1001645,P00195742,F,18-25,9,B,1,1,3,4,,10597
1001647,P00354342,M,18-25,18,B,0,0,5,11,,8809
1001647,P00016742,M,18-25,18,B,0,0,1,15,16,8144
1001647,P00226542,M,18-25,18,B,0,0,1,5,,15906
1001648,P00288942,M,51-55,14,B,3,1,1,2,5,19280
1001652,P00351142,M,26-35,16,C,1,0,1,8,17,11376
1001658,P00248342,F,36-45,6,B,2,0,8,13,,4209
1001658,P00344442,F,36-45,6,B,2,0,5,8,14,1897
1001662,P00265242,M,26-35,12,B,1,1,5,8,,8569
1001666,P00278642,M,26-35,14,B,3,0,5,,,5199
1001666,P00169742,M,26-35,14,B,3,0,1,8,15,11464
1001667,P00051942,M,51-55,16,B,4+,0,5,6,11,3691
1001667,P00020342,M,51-55,16,B,4+,0,1,2,,12099
1001671,P00085342,M,36-45,0,B,2,0,10,13,,23830
1001671,P00336942,M,36-45,0,B,2,0,5,,,6920
1001671,P00085142,M,36-45,0,B,2,0,5,13,14,5282
1001671,P00111442,M,36-45,0,B,2,0,8,,,9998
1001675,P00125342,F,26-35,6,B,1,1,11,,,6143
1001675,P00312742,F,26-35,6,B,1,1,15,,,16955
1001675,P00038442,F,26-35,6,B,1,1,1,,,4480
1001676,P00121142,M,18-25,4,B,4+,0,8,,,8110
1001676,P00053842,M,18-25,4,B,4+,0,4,5,12,3461
1001676,P00144242,M,18-25,4,B,4+,0,5,14,,7169
1001678,P00255842,F,18-25,17,C,1,0,16,,,20336
1001680,P00266242,M,26-35,20,A,3,1,11,,,3224
1001680,P00033242,M,26-35,20,A,3,1,8,,,9800
1001680,P00277742,M,26-35,20,A,3,1,8,,,9893
1001680,P0098642,M,26-35,20,A,3,1,6,8,,8220
1001680,P00170242,M,26-35,20,A,3,1,2,3,4,13079
1001680,P00331142,M,26-35,20,A,3,1,5,,,5167
1001680,P00345742,M,26-35,20,A,3,1,1,2,15,12034
1001680,P00121442,M,26-35,20,A,3,1,8,,,9716
1001680,P00234242,M,26-35,20,A,3,1,8,,,8048
1001683,P00182142,F,26-35,7,C,3,0,1,5,6,19274
1001685,P00195642,M,36-45,12,B,1,0,5,,,3487
1001685,P00148042,M,36-45,12,B,1,0,8,,,9738
1001685,P00212742,M,36-45,12,B,1,0,5,,,8693
1001687,P00274642,M,26-35,3,A,1,0,4,5,,3423
1001691,P00043342,F,26-35,17,C,2,1,8,14,,10034
1001693,P00288642,M,26-35,12,C,1,1,16,,,12462
1001694,P00111442,M,26-35,12,B,3,1,8,,,8063
1001694,P00173342,M,26-35,12,B,3,1,1,6,14,15817
1001696,P00002142,M,36-45,7,C,1,0,1,5,8,15516
